element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,1,"=""""","=""""","=""610.3375""","=""""","=""""","=""2.1e-04""",D,"=""83284.070""","=""99663.912""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",M1,"=""T7370""","=""""",
N,2,"=""""","=""""","=""611.460""","=""""","=""""","=""4.76e+04""",C+,"=""186511.58""","=""202861.36""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""T6385n""","=""""",
N,1,"=""""","=""""","=""611.5981""","=""""","=""""","=""8.1e-04""",D,"=""83317.830""","=""99663.912""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""""","=""611.6163""","=""""","=""""","=""4.4e-04""",D,"=""83317.830""","=""99663.427""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",M1,"=""T7370""","=""""",
N,4,"=""""","=""""","=""611.923""","=""""","=""""","=""6.99e+04""",B,"=""498310.3""","=""514647.7""","=""1s2.2p.(2P*<1/2>).3d""","=""1D*""","=""2""","=""1s2.2s.4d""","=""1D""","=""2""",,"=""T5633""","=""""",
N,1,"=""""","=""""","=""613.3721""","=""""","=""""","=""2.2e-03""",D,"=""83364.620""","=""99663.427""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",M1,"=""T7370""","=""""",
N,2,"=""""","=""""","=""613.689""","=""""","=""""","=""1.90e+06""",C+,"=""186570.98""","=""202861.36""","=""2s2.2p.3d""","=""3F*""","=""3""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""615.075""","=""""","=""""","=""2.89e+06""",C+,"=""186511.58""","=""202765.26""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""T6385n""","=""""",
N,2,"=""616.776""","=""""","=""616.775""","=""""","=""285""","=""2.65e+07""",C+,"=""186652.49""","=""202861.36""","=""2s2.2p.3d""","=""3F*""","=""4""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""T6385n""","=""L3513""",
N,2,"=""""","=""""","=""617.016""","=""""","=""""","=""2.85e+07""",C+,"=""186511.58""","=""202714.12""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""617.331""","=""""","=""""","=""2.62e+07""",C+,"=""186570.98""","=""202765.26""","=""2s2.2p.3d""","=""3F*""","=""3""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""617.434""","=""""","=""""","=""1.40e+06""",B,"=""206910.24""","=""223101.82""","=""2s2.2p.4p""","=""1S""","=""0""","=""2s2.2p.6s""","=""1P*""","=""1""",,"=""T5520""","=""""",
N,1,"=""""","=""""","=""618.7123""","=""""","=""""","=""9.02e+03""",D+,"=""96787.680""","=""112945.809""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""619.4313""","=""""","=""""","=""1.21e+05""",C,"=""96787.680""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""620.198""","=""""","=""""","=""2.80e+05""",D+,"=""96750.840""","=""112870.27""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""""","=""620.942""","=""""","=""""","=""9.84e+04""",D,"=""187437.56""","=""203537.66""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3S""","=""1""",,"=""T6385""","=""""",
N,2,"=""""","=""""","=""621.036""","=""""","=""""","=""1.66e+04""",D,"=""187091.37""","=""203189.03""","=""2s2.2p.3d""","=""1D*""","=""2""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6385""","=""""",
N,4,"=""""","=""""","=""621.239""","=""""","=""""","=""2.63e+07""",B,"=""487607.4""","=""503699.8""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.4p""","=""3P*""","=""0""",,"=""T5633LS""","=""""",
N,1,"=""""","=""""","=""621.441""","=""""","=""""","=""2.78e+05""",D+,"=""96750.840""","=""112838.02""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,4,"=""""","=""""","=""621.545""","=""""","=""""","=""2.63e+07""",B,"=""487607.4""","=""503691.9""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.4p""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,1,"=""""","=""""","=""621.6505""","=""""","=""""","=""1.25e+05""",C,"=""96864.050""","=""112945.809""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""""","=""621.869""","=""""","=""""","=""2.83e+05""",D,"=""187461.56""","=""203537.66""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3S""","=""1""",,"=""T6385""","=""""",
N,1,"=""""","=""""","=""621.9654""","=""""","=""""","=""2.77e+05""",D+,"=""96750.840""","=""112824.459""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,4,"=""""","=""""","=""621.989""","=""""","=""""","=""2.62e+07""",B,"=""487607.4""","=""503680.4""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,1,"=""""","=""""","=""622.3763""","=""""","=""""","=""1.33e+04""",D+,"=""96864.050""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""623.7672""","=""""","=""""","=""2.81e+05""",C,"=""96864.050""","=""112891.238""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""623.8587""","=""""","=""""","=""2.62e+05""",C,"=""96787.680""","=""112812.518""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""""","=""624.241""","=""""","=""""","=""3.03e+07""",B,"=""189335.16""","=""205350.18""","=""2s2.2p.3d""","=""1F*""","=""3""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T5520,T6385""","=""""",
N,1,"=""""","=""""","=""626.8461""","=""""","=""""","=""1.85e+04""",C,"=""96864.050""","=""112812.518""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""627.5512""","=""""","=""""","=""3.75e+05""",D+,"=""96750.840""","=""112681.389""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""""","=""628.432""","=""""","=""""","=""4.63e+06""",D,"=""174212.03""","=""190120.24""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""1P*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""628.569""","=""""","=""""","=""1.10e+05""",A,"=""170666.23""","=""186570.98""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3F*""","=""3""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""628.611""","=""""","=""""","=""4.50e+04""",A,"=""170607.89""","=""186511.58""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3F*""","=""2""",,"=""T7333""","=""""",
N,1,"=""""","=""""","=""630.3915""","=""""","=""""","=""3.70e+05""",D+,"=""96750.840""","=""112609.612""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""""","=""630.925""","=""""","=""""","=""1.71e+04""",A,"=""170666.23""","=""186511.58""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3F*""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""631.880""","=""""","=""""","=""3.02e+05""",B,"=""187437.56""","=""203258.98""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6385n""","=""""",
N,1,"=""""","=""""","=""632.1511""","=""""","=""""","=""3.67e+05""",D+,"=""96750.840""","=""112565.470""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""""","=""632.840""","=""""","=""""","=""4.28e+06""",B,"=""187461.56""","=""203258.98""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""633.080""","=""""","=""""","=""1.39e+06""",B,"=""205350.18""","=""221141.61""","=""2s2.2p.4p""","=""1D""","=""2""","=""2s2.2p.5d""","=""1F*""","=""3""",,"=""T5520""","=""""",
N,2,"=""""","=""""","=""634.058""","=""""","=""""","=""2.13e+07""",B,"=""187491.90""","=""203258.98""","=""2s2.2p.3d""","=""3D*""","=""3""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6385n""","=""""",
N,5,"=""""","=""""","=""634.298""","=""""","=""""","=""1.63e+07""",B,"=""[746309.9]""","=""762071""","=""1s2.8p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""5/2""",,"=""T3225LS""","=""""",
N,2,"=""""","=""""","=""634.686""","=""""","=""""","=""6.93e+06""",B,"=""187437.56""","=""203189.03""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6385n""","=""""",
N,5,"=""""","=""""","=""635.068""","=""""","=""""","=""1.35e+07""",B,"=""[746306.0]""","=""762048""","=""1s2.8p""","=""2P*""","=""1/2""","=""1s2.10d""","=""2D""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""635.225""","=""""","=""""","=""2.70e+06""",B,"=""[746309.9]""","=""762048""","=""1s2.8p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""3/2""",,"=""T3225LS""","=""""",
N,2,"=""""","=""""","=""635.654""","=""""","=""""","=""1.92e+07""",B,"=""187461.56""","=""203189.03""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""635.758""","=""""","=""""","=""2.68e+07""",B,"=""187437.56""","=""203162.48""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3P""","=""0""",,"=""T6385n""","=""""",
N,3,"=""""","=""""","=""636.584""","=""""","=""""","=""2.18e+07""",B,"=""327058.0""","=""342762.5""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""636.679""","=""""","=""""","=""8.14e+03""",B,"=""148908.59""","=""164610.76""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.3p""","=""1P""","=""1""",,"=""T7333""","=""""",
N,2,"=""637.962""","=""""","=""637.962""","=""""","=""360""","=""3.52e+06""",B,"=""148940.17""","=""164610.76""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""1P""","=""1""",,"=""T7333""","=""L3513""",
N,4,"=""638.077""","=""""","=""638.075""","=""""","=""150""","=""1.42e+07""",B,"=""388854.6""","=""404522.4""","=""1s2.2s.3s""","=""1S""","=""0""","=""1s2.2s.3p""","=""1P*""","=""1""",,"=""T5633""","=""L4738""",
N,2,"=""""","=""""","=""638.432""","=""""","=""""","=""7.86e+05""",D,"=""186511.58""","=""202170.63""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""1P""","=""1""",,"=""T6385""","=""""",
N,3,"=""""","=""""","=""639.475""","=""""","=""""","=""2.15e+07""",B,"=""327058.0""","=""342691.5""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""""","=""639.8402""","=""""","=""""","=""3.95e+05""",C,"=""94770.880""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""""","=""639.915""","=""""","=""""","=""9.48e+05""",D,"=""187091.37""","=""202714.12""","=""2s2.2p.3d""","=""1D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""T6385""","=""""",
N,1,"=""""","=""""","=""640.2364""","=""""","=""""","=""7.89e+05""",C,"=""94770.880""","=""110385.795""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""640.5255""","=""""","=""""","=""3.68e+05""",C,"=""94793.490""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""640.7675""","=""""","=""""","=""6.30e+05""",C,"=""94793.490""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""641.165""","=""""","=""641.1648""","=""""","=""185""","=""7.86e+05""",C,"=""94793.490""","=""110385.795""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""""","=""""","=""641.9872""","=""""","=""""","=""2.23e+05""",C,"=""94830.890""","=""110403.220""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""642.064""","=""""","=""642.0641""","=""""","=""210""","=""8.97e+05""",C,"=""94830.890""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""642.302""","=""""","=""642.3072""","=""""","=""210""","=""5.47e+05""",C,"=""94830.890""","=""110395.463""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""642.832""","=""""","=""""","=""""","=""210""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,2,"=""""","=""""","=""643.344""","=""""","=""""","=""1.22e+04""",D,"=""155126.73""","=""170666.23""","=""2s.2p3""","=""3S*""","=""1""","=""2s2.2p.3p""","=""3P""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""643.561""","=""""","=""""","=""9.62e+00""",E,"=""149076.52""","=""164610.76""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""1P""","=""1""",,"=""u24""","=""""",
N,1,"=""643.768""","=""""","=""""","=""""","=""185""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,1,"=""644.094""","=""""","=""644.0938""","=""""","=""235""","=""1.33e+06""",C,"=""94881.820""","=""110403.220""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""7/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""""","=""""","=""644.1711""","=""""","=""""","=""2.94e+05""",C,"=""94881.820""","=""110401.356""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""""","=""644.534""","=""""","=""""","=""8.89e+06""",B,"=""317293.6""","=""332804.4""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""645.079""","=""""","=""""","=""1.77e+07""",B,"=""317293.6""","=""332791.3""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""645.411""","=""""","=""645.408""","=""""","=""90""","=""1.49e+07""",B,"=""317336.2""","=""332826.0""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""",,"=""T7192LS""","=""L3513""",
N,2,"=""""","=""""","=""645.768""","=""""","=""""","=""1.17e+04""",D,"=""155126.73""","=""170607.89""","=""2s.2p3""","=""3S*""","=""1""","=""2s2.2p.3p""","=""3P""","=""1""",,"=""T7333""","=""""",
N,1,"=""645.790""","=""""","=""""","=""""","=""185""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,3,"=""""","=""""","=""646.309""","=""""","=""""","=""1.13e+07""",B,"=""317336.2""","=""332804.4""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""646.702""","=""""","=""646.702""","=""""","=""120""","=""2.11e+07""",B,"=""317395.2""","=""332854.0""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""",,"=""T7192LS""","=""L3513""",
N,1,"=""646.844""","=""""","=""""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,3,"=""""","=""""","=""646.857""","=""""","=""""","=""3.52e+06""",B,"=""317336.2""","=""332791.3""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""647.243""","=""""","=""""","=""1.13e+04""",D,"=""155126.73""","=""170572.61""","=""2s.2p3""","=""3S*""","=""1""","=""2s2.2p.3p""","=""3P""","=""0""",,"=""T7333""","=""""",
N,3,"=""""","=""""","=""647.876""","=""""","=""""","=""6.31e+06""",B,"=""317395.2""","=""332826.0""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""",,"=""T7192LS""","=""""",
N,1,"=""648.171""","=""""","=""648.1706""","=""""","=""265""","=""3.43e+06""",C,"=""94770.880""","=""110194.654""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""3/2""",,"=""u18,LS""","=""L3513""",
N,2,"=""648.205""","=""""","=""648.205""","=""""","=""750""","=""2.58e+07""",B+,"=""149187.80""","=""164610.76""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""1P""","=""1""",,"=""T7333""","=""L3513""",
N,1,"=""648.270""","=""""","=""648.2699""","=""""","=""360""","=""4.90e+06""",C,"=""94881.820""","=""110303.233""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""9/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""648.375""","=""""","=""648.3753""","=""""","=""300""","=""3.67e+06""",C,"=""94793.490""","=""110212.396""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""5/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""648.480""","=""""","=""648.4808""","=""""","=""325""","=""4.20e+06""",C,"=""94830.890""","=""110247.288""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""7/2""",,"=""u18,LS""","=""L3513""",
N,3,"=""""","=""""","=""648.784""","=""""","=""""","=""1.05e+06""",B,"=""317395.2""","=""332804.4""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""649.122""","=""""","=""649.1222""","=""""","=""160""","=""1.37e+06""",C,"=""94793.490""","=""110194.654""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""3/2""",,"=""u18,LS""","=""L3513""",
N,2,"=""""","=""""","=""649.180""","=""""","=""""","=""5.49e+05""",B,"=""187461.56""","=""202861.36""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""T6385n""","=""""",
N,1,"=""649.954""","=""""","=""649.9518""","=""""","=""210""","=""1.18e+06""",C,"=""94830.890""","=""110212.396""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""5/2""",,"=""u18,LS""","=""L3513""",
N,2,"=""""","=""""","=""650.461""","=""""","=""""","=""5.33e+06""",B,"=""187491.90""","=""202861.36""","=""2s2.2p.3d""","=""3D*""","=""3""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""T6385n""","=""""",
N,3,"=""""","=""""","=""650.536""","=""""","=""""","=""6.55e+06""",B,"=""311690.3""","=""327058.0""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""",,"=""T7192LS""","=""""",
N,1,"=""650.631""","=""""","=""650.6302""","=""""","=""185""","=""6.91e+05""",C,"=""94881.820""","=""110247.288""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""7/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""""","=""""","=""650.7024""","=""""","=""""","=""9.70e+04""",C,"=""94830.890""","=""110194.654""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""""","=""651.591""","=""""","=""""","=""1.30e+07""",B,"=""311715.2""","=""327058.0""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2S""","=""1/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""""","=""652.1110""","=""""","=""""","=""4.66e+04""",C,"=""94881.820""","=""110212.396""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""""","=""652.233""","=""""","=""""","=""7.03e+05""",B,"=""187437.56""","=""202765.26""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""652.723""","=""""","=""""","=""5.25e-07""",D,"=""0.0""","=""15316.2""","=""2s2.2p2""","=""3P""","=""0""","=""2s2.2p2""","=""1D""","=""2""",E2,"=""T7333""","=""""",
N,2,"=""""","=""""","=""653.256""","=""""","=""""","=""3.66e+06""",B,"=""187461.56""","=""202765.26""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""654.417""","=""""","=""""","=""3.59e+06""",B,"=""187437.56""","=""202714.12""","=""2s2.2p.3d""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""654.554""","=""""","=""""","=""1.07e+06""",B,"=""187491.90""","=""202765.26""","=""2s2.2p.3d""","=""3D*""","=""3""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""T6385n""","=""""",
N,5,"=""""","=""""","=""654.707""","=""""","=""""","=""8.67e+05""",B,"=""[746648.5]""","=""[761918.3]""","=""1s2.8d""","=""2D""","=""3/2""","=""1s2.10p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""654.758""","=""""","=""""","=""7.80e+06""",B,"=""[746649.7]""","=""[761918.3]""","=""1s2.8d""","=""2D""","=""5/2""","=""1s2.10p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""654.792""","=""""","=""""","=""8.67e+06""",B,"=""[746648.5]""","=""[761916.3]""","=""1s2.8d""","=""2D""","=""3/2""","=""1s2.10p""","=""2P*""","=""1/2""",,"=""T3225LS""","=""""",
N,2,"=""""","=""""","=""654.805""","=""""","=""""","=""9.84e-04""",D,"=""48.7""","=""15316.2""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1D""","=""2""",M1,"=""T7333""","=""""",
N,2,"=""""","=""""","=""654.805""","=""""","=""""","=""9.22e-07""",D,"=""48.7""","=""15316.2""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1D""","=""2""",E2,"=""T7333""","=""""",
N,2,"=""""","=""""","=""655.447""","=""""","=""""","=""1.43e+06""",B,"=""187461.56""","=""202714.12""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""656.020""","=""""","=""""","=""7.05e+06""",D,"=""196540.23""","=""211779.45""","=""2s2.2p.4s""","=""3P*""","=""0""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""656.176""","=""""","=""""","=""5.25e+06""",D,"=""196592.07""","=""211827.67""","=""2s2.2p.4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""656.420""","=""""","=""""","=""4.77e+06""",D,"=""190120.24""","=""205350.18""","=""2s2.2p.3d""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T5520,T6385""","=""""",
N,2,"=""""","=""""","=""658.260""","=""""","=""""","=""5.26e+06""",D,"=""196592.07""","=""211779.45""","=""2s2.2p.4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",,"=""T6385n""","=""""",
N,2,"=""""","=""""","=""658.345""","=""""","=""""","=""2.91e-03""",D,"=""130.8""","=""15316.2""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1D""","=""2""",M1,"=""T7333""","=""""",
